administrative_code,name,official_name,admin_area,city_level,geonames_id,feature_code,population,longitude,latitude
155494,Jimbolia,JIMBOLIA,蒂米什县,oras,675223,PPLA2,10860,20.717220,45.791390
155350,Lugoj,LUGOJ,蒂米什县,municipiu,674531,PPLA2,43243,21.903060,45.688610
158314,Recaş,RECAŞ,蒂米什县,oras,669058,PPLA2,8508,21.500830,45.798890
155528,Sânnicolau Mare,SÂNNICOLAU MARE,蒂米什县,oras,666973,PPLA2,12888,20.633330,46.083330
155243,Timişoara,TIMIŞOARA,蒂米什县,municipiu,665087,PPLA,250849,21.225710,45.753720
143682,Agnita,AGNITA,锡比乌县,oras,686616,PPLA2,10505,24.616670,45.966670
144054,Avrig,AVRIG,锡比乌县,oras,686011,PPLA2,14032,24.383330,45.716670
143735,Cisnădie,CISNĂDIE,锡比乌县,oras,681502,PPLA2,15042,24.150000,45.716670
143771,Copşa Mică,COPŞA MICĂ,锡比乌县,oras,680901,PPLA2,5349,24.250000,46.116670
143806,Dumbrăveni,DUMBRĂVENI,锡比乌县,oras,678704,PPLA2,8167,24.566670,46.233330
143619,Mediaş,MEDIAŞ,锡比乌县,municipiu,673634,PPLA2,53040,24.350000,46.166670
144928,Miercurea Sibiului,MIERCUREA SIBIULUI,锡比乌县,oras,673438,PPLA2,3981,23.800000,45.883330
143851,Ocna Sibiului,OCNA SIBIULUI,锡比乌县,oras,672023,PPLA2,4021,24.050000,45.883330
143450,Sibiu,SIBIU,锡比乌县,municipiu,667268,PPLA,134309,24.150000,45.800000
145499,Sălişte,SĂLIŞTE,锡比乌县,oras,668153,PPLA2,5660,23.886770,45.796330
145827,Tălmaciu,TĂLMACIU,锡比乌县,oras,665606,PPLA2,5849,24.264640,45.667140
1151,Abrud,ABRUD,阿尔巴县,oras,686712,PPLA2,6122,23.063390,46.274060
1213,Aiud,AIUD,阿尔巴县,municipiu,686590,PPLA2,28341,23.721280,46.310060
1017,Alba Iulia,ALBA IULIA,阿尔巴县,municipiu,686578,PPLA,64227,23.583330,46.066670
