administrative_code,name,official_name,admin_area,city_level,geonames_id,feature_code,population,longitude,latitude
69633,Strazhitsa,Стражица,大特尔诺沃州,official_town,726727,PPL,5728,25.966670,43.233330
70295,Suhindol,Сухиндол,大特尔诺沃州,official_town,726643,PPL,2364,25.181110,43.191670
00151,Aytos,Айтос,布尔加斯州,official_town,733579,PPL,20986,27.254640,42.703220
00833,Aheloy,Ахелой,布尔加斯州,official_town,733727,PPL,0,27.648500,42.648450
00878,Ahtopol,Ахтопол,布尔加斯州,official_town,733722,PPL,1107,27.943610,42.100130
07079,Burgas,Бургас,布尔加斯州,official_town,732770,PPLA,210646,27.468860,42.506510
07332,Balgarovo,Българово,布尔加斯州,official_town,732796,PPL,0,27.305720,42.620220
35033,Kableshkovo,Каблешково,布尔加斯州,official_town,730795,PPL,0,27.568450,42.658500
35883,Kameno,Камено,布尔加斯州,official_town,730680,PPL,4952,27.298750,42.570840
36525,Karnobat,Карнобат,布尔加斯州,official_town,730559,PPL,19709,26.983330,42.650000
37023,Kiten,Китен,布尔加斯州,official_town,730338,PPL,1115,27.774900,42.234240
46663,Malko Tarnovo,Малко Търново,布尔加斯州,official_town,729322,PPL,3336,27.524770,41.979580
51500,Nesebar,Несебър,布尔加斯州,official_town,728825,PPL,13347,27.736020,42.659210
53045,Obzor,Обзор,布尔加斯州,official_town,728674,PPL,2002,27.880070,42.819980
57491,Pomorie,Поморие,布尔加斯州,official_town,728108,PPLA2,13714,27.629860,42.563260
58356,Primorsko,Приморско,布尔加斯州,official_town,727964,PPLA2,3531,27.756110,42.267910
11538,Sveti Vlas,Свети Влас,布尔加斯州,official_town,725816,PPL,3875,27.758670,42.713600
67800,Sozopol,Созопол,布尔加斯州,official_town,726963,PPLA2,4500,27.695600,42.418010
17974,Sredets,Средец,布尔加斯州,official_town,731016,PPL,9573,27.178980,42.347470
70247,Sungurlare,Сунгурларе,布尔加斯州,official_town,726629,PPL,3834,26.783330,42.766670
48619,Tsarevo,Царево,布尔加斯州,official_town,729125,PPL,6085,27.845410,42.169550
81178,Chernomorets,Черноморец,布尔加斯州,official_town,732519,PPL,2194,27.639020,42.444080
02676,Bansko,Банско,布拉戈耶夫格勒州,official_town,733462,PPL,9232,23.487450,41.836100
03504,Belitsa,Белица,布拉戈耶夫格勒州,official_town,733322,PPL,3166,23.558310,41.950770
04279,Blagoevgrad,Благоевград,布拉戈耶夫格勒州,official_town,733191,PPLA,67810,23.098040,42.014570
17395,Gotse Delchev,Гоце Делчев,布拉戈耶夫格勒州,official_town,731108,PPL,20522,23.733330,41.566670
21498,Dobrinishte,Добринище,布拉戈耶夫格勒州,official_town,732205,PPL,0,23.566670,41.816670
14492,Kresna,Кресна,布拉戈耶夫格勒州,official_town,729942,PPL,4117,23.150000,41.733330
47754,Melnik,Мелник,布拉戈耶夫格勒州,official_town,729159,PPL,250,23.393260,41.523020
56126,Petrich,Петрич,布拉戈耶夫格勒州,official_town,728288,PPL,30722,23.207020,41.398460
